Year,Make,Model,Category,Engine
2010,Yamaha,BWs Next Generation,Scooter,49 ccm
2010,Yamaha,C3,Scooter,49 ccm
2010,Yamaha,Cygnus X,Scooter,125 ccm
2010,Yamaha,DT50R,Enduro/offroad,50 ccm
2010,Yamaha,DT50X,Super motard,50 ccm
2010,Yamaha,FJR1300A,Sport touring,1298 ccm
2010,Yamaha,FJR1300AE,Sport touring,1298 ccm
2010,Yamaha,FZ1,Sport,998 ccm
2010,Yamaha,FZ1 ABS,Naked bike,998 ccm
2010,Yamaha,FZ1 Fazer,Naked bike,998 ccm
2010,Yamaha,FZ1 Fazer ABS,Naked bike,998 ccm
2010,Yamaha,FZ6,Sport,600 ccm
2010,Yamaha,FZ6R,Sport,600 ccm
2010,Yamaha,FZ8,Naked bike,779 ccm
2010,Yamaha,Giggle,Scooter,49 ccm
2010,Yamaha,Grizzly 125 Automatic,ATV,124 ccm
2010,Yamaha,Grizzly 350 Auto 4x4,ATV,348 ccm
2010,Yamaha,Grizzly 350 Auto. 4x4 IRS,ATV,348 ccm
2010,Yamaha,Grizzly 350 Automatic,ATV,348 ccm
2010,Yamaha,Grizzly 450 Auto 4x4 IRS,ATV,421 ccm
2010,Yamaha,Grizzly 550 FI Auto 4x4 EPS,ATV,558 ccm
2010,Yamaha,Grizzly 550 FI Auto. 4x4,ATV,558 ccm
2010,Yamaha,Grizzly 700 FI Auto 4x4,ATV,686 ccm
2010,Yamaha,Grizzly 700 FI Auto 4x4 EPS,ATV,686 ccm
2010,Yamaha,Grizzly 700 FI Auto 4x4 EPS Special Edition,ATV,686 ccm
2010,Yamaha,Jog R,Scooter,49 ccm
2010,Yamaha,Jog RR,Scooter,49 ccm
2010,Yamaha,Majesty,Scooter,395 ccm
2010,Yamaha,Majesty 400 ABS,Scooter,395 ccm
2010,Yamaha,Neos,Scooter,49 ccm
2010,Yamaha,Neos 4 Stroke,Scooter,49 ccm
2010,Yamaha,PW50,Enduro/offroad,49 ccm
2010,Yamaha,Raptor 250,ATV,249 ccm
2010,Yamaha,Raptor 350,ATV,348 ccm
2010,Yamaha,Raptor 700R SE,ATV,686 ccm
2010,Yamaha,Raptor 90,ATV,88 ccm
2010,Yamaha,Road Star S,Custom/cruiser,1672 ccm
2010,Yamaha,Road Star Silverado,Custom/cruiser,1672 ccm
2010,Yamaha,Road Star Silverado S,Custom/cruiser,1672 ccm
2010,Yamaha,Royal Star Venture S,Custom/cruiser,1295 ccm
2010,Yamaha,Slider Naked,Scooter,50 ccm
2010,Yamaha,Star Raider,Custom/cruiser,1852 ccm
2010,Yamaha,Star Raider S,Custom/cruiser,1852 ccm
2010,Yamaha,Star Roadliner S,Custom/cruiser,1852 ccm
2010,Yamaha,Star Stratoliner Deluxe,Custom/cruiser,1852 ccm
2010,Yamaha,Star Stratoliner S,Custom/cruiser,1852 ccm
2010,Yamaha,TDM 900A,Allround,897 ccm
2010,Yamaha,TMAX,Scooter,499 ccm
2010,Yamaha,TMAX ABS,Scooter,499 ccm
2010,Yamaha,TMAX White Max,Scooter,499 ccm
2010,Yamaha,TMAX White Max ABS,Scooter,499 ccm
2010,Yamaha,TT-R110E,Enduro/offroad,110 ccm
2010,Yamaha,TT-R125LE,Enduro/offroad,124 ccm
2010,Yamaha,TT-R230,Enduro/offroad,223 ccm
2010,Yamaha,TT-R50E,Enduro/offroad,49 ccm
2010,Yamaha,TW200,Enduro/offroad,196 ccm
2010,Yamaha,TZR 50,Sport,50 ccm
2010,Yamaha,V Star 1300 Tourer,Touring,1311 ccm
2010,Yamaha,V Star 250,Custom/cruiser,249 ccm
2010,Yamaha,V Star 950,Custom/cruiser,942 ccm
2010,Yamaha,V Star 950 Tourer,Touring,942 ccm
2010,Yamaha,V Star Classic,Custom/cruiser,942 ccm
2010,Yamaha,V Star Custom,Custom/cruiser,942 ccm
2010,Yamaha,V Star Silverado,Touring,942 ccm
2010,Yamaha,Vino 125,Scooter,124 ccm
2010,Yamaha,Vino Classic,Scooter,49 ccm
2010,Yamaha,Vity,Scooter,125 ccm
2010,Yamaha,VMAX,Custom/cruiser,1679 ccm
2010,Yamaha,Why,Scooter,49 ccm
2010,Yamaha,Wolverine 450 Auto 4x4,ATV,421 ccm
2010,Yamaha,Wolverine 450 Auto. 4X4,ATV,421 ccm
2010,Yamaha,WR 125R,Enduro/offroad,124 ccm
2010,Yamaha,WR 125X,Super motard,125 ccm
2010,Yamaha,WR250F,Enduro/offroad,250 ccm
2010,Yamaha,WR250R,Enduro/offroad,250 ccm
2010,Yamaha,WR250X,Super motard,250 ccm
2010,Yamaha,WR450F,Enduro/offroad,449 ccm
2010,Yamaha,X-City 125,Scooter,125 ccm
2010,Yamaha,X-City 250,Scooter,250 ccm
2010,Yamaha,X-Max 125,Scooter,125 ccm
2010,Yamaha,X-Max 250,Scooter,250 ccm
2010,Yamaha,XJ Diversion F,Allround,600 ccm
2010,Yamaha,XJ Diversion F ABS,Sport,600 ccm
2010,Yamaha,XJ6,Naked bike,600 ccm
2010,Yamaha,XJ6 Diversion,Allround,600 ccm
2010,Yamaha,XJ6 Diversion ABS,Allround,600 ccm
2010,Yamaha,XT 660R,Enduro/offroad,660 ccm
2010,Yamaha,XT 660X,Super motard,660 ccm
2010,Yamaha,XT1200Z Super Ténéré,Enduro/offroad,1199 ccm
2010,Yamaha,XT250,Enduro/offroad,249 ccm
2010,Yamaha,XVS 1300A Midnight Star,Custom/cruiser,1304 ccm
2010,Yamaha,XVS 950A Midnight Star,Custom/cruiser,942 ccm
2010,Yamaha,YBR 125,Naked bike,124 ccm
2010,Yamaha,YFZ450R,ATV,449 ccm
2010,Yamaha,YFZ450R SE,ATV,449 ccm
2010,Yamaha,YFZ450X,ATV,449 ccm
2010,Yamaha,YFZ450X Bill Ballance Edition,ATV,449 ccm
2010,Yamaha,YZ 85LW,Enduro/offroad,85 ccm
2010,Yamaha,YZ125,Cross/motocross,124 ccm
2010,Yamaha,YZ250,Cross/motocross,249 ccm
2010,Yamaha,YZ250F,Cross/motocross,250 ccm
2010,Yamaha,YZ450F,Cross/motocross,449 ccm
2010,Yamaha,YZ85,Cross/motocross,85 ccm
2010,Yamaha,YZ85 LW,Cross/motocross,85 ccm
2010,Yamaha,YZF-R 125,Sport,125 ccm
2010,Yamaha,YZF-R1,Sport,998 ccm
2010,Yamaha,YZF-R1 LE,Sport,998 ccm
2010,Yamaha,YZF-R6,Sport,599 ccm
2010,Yamaha,YZF-R6S,Sport,600 ccm
2010,Yamaha,Zuma 125,Scooter,125 ccm
2010,Yiben,YB50QT-18,Scooter,50 ccm
2010,Yiben,YB50QT-3,Scooter,50 ccm
2010,Yuki,125 Arrow,Scooter,125 ccm
2010,Yuki,125 CRS,Naked bike,125 ccm
2010,Yuki,125 RS,Naked bike,125 ccm
2010,Yuki,125 SM,Super motard,124 ccm
2010,Yuki,125 Spider,Custom/cruiser,125 ccm
2010,Yuki,125 TR,Enduro/offroad,124 ccm
2010,Yuki,250 CRS,Naked bike,234 ccm
2010,Yuki,250 Darker,Custom/cruiser,250 ccm
2010,Yuki,250 TR,Enduro/offroad,249 ccm
2010,Yuki,Megelli 125m,Super motard,125 ccm
2010,Yuki,Tine 125,Custom/cruiser,125 ccm
2010,Zest,Balanco 125 Sport Spirit,Sport,125 ccm
2010,Zest,HT150-8,Allround,150 ccm
2010,Zest,HT150T-2,Scooter,150 ccm
2010,Znen,ZN 125-21,Allround,124 ccm
2010,Znen,ZN 125-4,Sport,124 ccm
2010,Znen,ZN 125-6,Custom/cruiser,124 ccm
2010,Znen,ZN 125-9,Custom/cruiser,125 ccm
